DateTimeUT,"FIES room WebSensor1 Temperature near ceiling","FIES room WebSensor1 Humidity","FIES room WebSensor1 Illumination","FIES front room WebSensor2 Temperature","FIES front room WebSensor2 Humidity","FIES front room WebSensor2 Illumination","FIES inside black box at rear","FIES room near ceiling and fan control","FIES under grating in tank","FIES front room","FIES below table girder","FIES above heater radiator","FIES inside black box centre","FIES above ceiling","FIES grating tank housing","FIES inside white box rear","FIES inside white box centre","FIES centre of table [inc. gnd]","FIES ceiling near instrument (Aarhus 1)","FIES inside black box (Aarhus 2)","FIES Inside white box under dewar (Aarhus 3)","FIES Detector temperature","FIES Dewar temperature","FIES Detector pressure","FIES Atmospheric Pressure","FIES grating tank pressure"
"2020-05-29 12:52:20",20.2,31.9,0,17.8,34.1,0.4,20.055,19.685,20.466,17.609,19.215,23.501,20.346,17.696,20.595,20.151,20.558,20.43,20.64,20.73,21.35,-119.99,-176.19,1.18e-06,772.685,768.654
"2020-05-29 12:53:20",20.2,31.8,0,18,33.8,0.4,20.055,19.715,20.466,17.67,19.214,23.848,20.346,17.716,20.595,20.14,20.558,20.43,20.63,20.73,21.35,-120.01,-176.2,1.18e-06,772.667,768.653
"2020-05-29 12:54:20",20.3,31.8,0,18.1,33.7,0.4,20.055,19.699,20.466,17.682,19.215,23.64,20.345,17.719,20.595,20.155,20.56,20.429,20.65,20.72,21.42,-120,-176.18,1.18e-06,772.659,768.655
"2020-05-29 12:55:19",20.3,31.9,0,18.2,33.5,0.4,20.055,19.758,20.466,17.698,19.214,23.6,20.345,17.698,20.595,19.985,20.555,20.43,20.62,20.75,21.4,-120.01,-176.19,1.18e-06,772.661,768.656
"2020-05-29 12:56:20",20.3,31.9,0,18.2,33.5,0.4,20.055,19.684,20.466,17.666,19.214,23.793,20.345,17.698,20.595,19.982,20.541,20.429,20.65,20.75,21.34,-119.98,-176.19,1.18e-06,772.657,768.654
"2020-05-29 12:57:20",20.3,31.9,0,18.2,33.5,0.4,20.055,19.701,20.466,17.714,19.214,23.672,20.346,17.755,20.595,19.984,20.544,20.429,20.65,20.76,21.36,-120,-176.18,1.18e-06,772.655,768.653
"2020-05-29 12:58:20",20.2,31.9,0,18.2,33.5,0.4,20.055,19.711,20.466,17.697,19.214,23.742,20.346,17.707,20.595,20.032,20.551,20.429,20.65,20.74,21.39,-119.99,-176.19,1.18e-06,772.639,768.653
"2020-05-29 12:59:19",20.2,31.9,0,18,33.7,0.4,20.056,19.721,20.466,17.647,19.214,23.558,20.347,17.717,20.594,20.044,20.551,20.429,20.63,20.77,21.41,-120.01,-176.2,1.18e-06,772.658,768.653
"2020-05-29 13:00:20",20.2,31.9,0,17.9,34,0.4,20.056,19.65,20.466,17.602,19.214,23.674,20.347,17.743,20.595,20.135,20.558,20.429,20.62,20.73,21.35,-119.99,-176.18,1.18e-06,772.678,768.653
"2020-05-29 13:01:19",20.3,31.9,0,18,33.9,0.4,20.056,19.702,20.466,17.66,19.214,23.73,20.347,17.742,20.595,20.104,20.551,20.429,20.64,20.77,21.39,-120.01,-176.19,1.18e-06,772.67,768.653
"2020-05-29 13:02:19",20.3,31.9,0,18.1,33.7,0.4,20.056,19.702,20.466,17.669,19.214,23.615,20.347,17.728,20.594,20.086,20.541,20.429,20.63,20.72,21.36,-119.99,-176.19,1.18e-06,772.63,768.652
"2020-05-29 13:03:20",20.3,31.9,0,18.2,33.6,0.4,20.056,19.723,20.466,17.716,19.213,23.375,20.346,17.734,20.595,20.059,20.529,20.428,20.65,20.72,21.38,-120.01,-176.2,1.18e-06,772.636,768.654
"2020-05-29 13:04:20",20.3,31.8,0,18.2,33.4,0.4,20.056,19.712,20.466,17.769,19.213,23.619,20.347,17.718,20.595,20.124,20.534,20.428,20.66,20.76,21.32,-120,-176.19,1.18e-06,772.627,768.656
"2020-05-29 13:05:20",20.2,31.8,0,18.3,33.3,0.4,20.056,19.725,20.466,17.728,19.213,23.677,20.348,17.731,20.595,20.183,20.537,20.428,20.67,20.77,21.36,-119.98,-176.19,1.18e-06,772.664,768.655
"2020-05-29 13:06:19",20.3,31.9,0,18.2,33.4,0.4,20.056,19.706,20.466,17.688,19.213,23.636,20.348,17.725,20.595,20.088,20.552,20.428,20.68,20.74,21.39,-120,-176.17,1.18e-06,772.667,768.654
"2020-05-29 13:07:19",20.3,31.8,0,18,33.8,0.4,20.057,19.719,20.466,17.643,19.213,23.445,20.348,17.719,20.594,19.942,20.564,20.429,20.65,20.75,21.38,-119.99,-176.19,1.18e-06,772.689,768.653
"2020-05-29 13:08:20",20.3,31.9,0,17.8,34.1,0.4,20.057,19.689,20.466,17.578,19.213,24.008,20.348,17.723,20.595,20.038,20.56,20.428,20.64,20.73,21.36,-120.02,-176.17,1.18e-06,772.721,768.654
"2020-05-29 13:09:20",20.3,31.9,0,17.9,34,0.4,20.057,19.687,20.466,17.625,19.213,23.888,20.348,17.741,20.594,20.136,20.555,20.428,20.63,20.75,21.33,-119.99,-176.19,1.18e-06,772.703,768.655
"2020-05-29 13:10:19",,,,,,,20.057,19.652,20.466,17.677,19.213,23.91,20.348,17.762,20.594,20.102,20.557,20.428,20.67,20.75,21.33,-120.01,-176.19,1.18e-06,772.694,768.653
"2020-05-29 13:11:20",20.2,31.9,0,18.2,33.4,0.4,20.057,19.713,20.466,17.723,19.213,23.747,20.348,17.788,20.595,20.045,20.552,20.428,20.63,20.75,21.33,-119.98,-176.19,1.18e-06,772.686,768.652
"2020-05-29 13:12:20",20.3,31.9,0,18.3,33.4,0.4,20.057,19.725,20.466,17.743,19.213,23.564,20.348,17.794,20.595,19.955,20.552,20.428,20.65,20.75,21.37,-120.02,-176.19,1.18e-06,772.668,768.652
"2020-05-29 13:13:19",20.2,31.9,0,18.3,33.3,0.4,20.057,19.669,20.466,17.736,19.212,23.892,20.348,17.761,20.594,19.997,20.551,20.429,20.63,20.73,21.38,-119.99,-176.19,1.18e-06,772.662,768.655
"2020-05-29 13:14:20",20.3,31.9,0,18.1,33.6,0.4,20.057,19.708,20.466,17.675,19.212,23.986,20.348,17.754,20.594,20.042,20.554,20.428,20.65,20.75,21.36,-120.01,-176.19,1.18e-06,772.656,768.654
"2020-05-29 13:15:20",20.2,31.9,0,18,33.8,0.4,20.057,19.679,20.466,17.614,19.212,23.853,20.348,17.75,20.594,19.983,20.562,20.428,20.6,20.78,21.37,-119.99,-176.19,1.18e-06,772.637,768.653
"2020-05-29 13:16:20",20.3,31.9,0,17.9,34.1,0.4,20.057,19.691,20.466,17.62,19.212,23.264,20.349,17.739,20.595,19.946,20.56,20.428,20.64,20.73,21.37,-120,-176.21,1.18e-06,772.636,768.653
"2020-05-29 13:17:20",20.2,31.9,0,18,33.8,0.4,20.058,19.696,20.466,17.693,19.212,23.728,20.349,17.717,20.594,19.926,20.555,20.427,20.62,20.75,21.4,-120,-176.19,1.18e-06,772.633,768.656
